Time stamp,Sensor name,Raw sensor value
Sun 12:19:59,Temperature sensor,0.5924
Sun 12:20:00,Temperature sensor,0.5924
Sun 12:20:01,Temperature sensor,0.5924
Sun 12:20:02,Temperature sensor,0.5924
Sun 12:20:03,Temperature sensor,0.5914
Sun 12:20:04,Temperature sensor,0.5914
Sun 12:20:05,Temperature sensor,0.5924
Sun 12:20:06,Temperature sensor,0.5924
