Time stamp,Sensor name,Raw sensor value
Sun 12:19:50,Light sensor,0.4712
Sun 12:19:51,Light sensor,0.4712
Sun 12:19:52,Light sensor,0.4692
Sun 12:19:53,Light sensor,0.4702
Sun 12:19:54,Light sensor,0.4702
Sun 12:19:55,Light sensor,0.4712
Sun 12:19:56,Light sensor,0.4702
