Time stamp,Sensor name,Raw sensor value
Tue 21:35:19,Light sensor,0.0733
Tue 21:35:19,Temperature sensor,0.5934
Tue 21:35:20,Light sensor,0.0714
Tue 21:35:20,Temperature sensor,0.5934
Tue 21:35:21,Light sensor,0.0704
Tue 21:35:21,Temperature sensor,0.5943
