Time stamp,Sensor name,Raw sensor value
Sun 15:08:49,Temperature sensor,0.5924
Sun 15:08:50,Temperature sensor,0.5914
Sun 15:08:51,Temperature sensor,0.5914
Sun 15:08:52,Temperature sensor,0.5914
